商品类别,商品品牌,商品名称,售价,售价来源平台,销售平台,好评率
手机数码,Apple,Apple智能手机旗舰版,421.64,天猫,天猫旗舰店,92.7%
手机数码,Apple,Apple智能手机旗舰版,8828.42,京东,抖音商城,98.8%
手机数码,Apple,Apple智能手表标准版 2024,1346.64,苏宁易购,淘宝店铺,98.4%
手机数码,Apple,Apple智能手表标准版 2025,6025.58,拼多多,京东自营,91.2%
手机数码,Apple,Apple智能手表青春版 2024,10798.32,淘宝,抖音商城,96.1%
手机数码,Apple,Apple移动电源Max,3515.95,苏宁易购,抖音商城,92.4%
手机数码,Apple,Apple移动电源Pro 2025,7640.16,拼多多,淘宝店铺,98.9%
手机数码,Apple,Apple移动电源青春版 2025,4158.34,拼多多,快手小店,96.5%
手机数码,Apple,Apple蓝牙音箱Pro 2025,8976.29,淘宝,京东自营,92.2%
手机数码,Apple,Apple蓝牙音箱升级版,10484.09,京东,天猫旗舰店,94.0%
手机数码,Apple,Apple蓝牙音箱旗舰版,6989.4,拼多多,拼多多旗舰店,92.4%
手机数码,Apple,Apple蓝牙音箱限量款,4616.82,淘宝,抖音商城,96.6%
手机数码,Apple,Apple路由器Max 2024,7785.96,淘宝,抖音商城,94.6%
手机数码,Apple,Apple路由器升级版,6671.89,京东,京东自营,90.9%
手机数码,Apple,Apple路由器升级版 2025,2162.77,苏宁易购,京东自营,96.7%
手机数码,OPPO,OPPO平板电脑Pro 2024,7919.09,拼多多,抖音商城,95.1%
手机数码,OPPO,OPPO平板电脑升级版 2024,671.59,苏宁易购,抖音商城,94.3%
手机数码,OPPO,OPPO平板电脑旗舰版 2025,12228.39,天猫,淘宝店铺,97.3%
手机数码,OPPO,OPPO无线耳机Max 2025,12229.69,天猫,抖音商城,96.7%
手机数码,OPPO,OPPO无线耳机升级版 2024,10235.29,淘宝,拼多多旗舰店,96.0%
手机数码,OPPO,OPPO无线耳机青春版 2024,5337.37,淘宝,淘宝店铺,98.3%
手机数码,OPPO,OPPO显示器Max 2025,3185.27,淘宝,天猫旗舰店,94.4%
手机数码,OPPO,OPPO显示器旗舰版 2024,5904.9,淘宝,抖音商城,97.4%
手机数码,OPPO,OPPO显示器旗舰版 2025,5603.96,拼多多,天猫旗舰店,99.0%
手机数码,OPPO,OPPO智能手机Pro,12571.87,苏宁易购,拼多多旗舰店,92.8%
手机数码,OPPO,OPPO智能手机旗舰版 2025,4370.83,淘宝,天猫旗舰店,90.3%
手机数码,OPPO,OPPO智能手机青春版 2024,592.52,淘宝,快手小店,95.9%
手机数码,OPPO,OPPO智能手表Max,12339.48,苏宁易购,淘宝店铺,99.1%
手机数码,OPPO,OPPO智能手表Max 2024,5289.96,天猫,天猫旗舰店,92.9%
手机数码,OPPO,OPPO智能手表旗舰版,9383.83,淘宝,快手小店,93.0%
手机数码,OPPO,OPPO移动电源Max,2002.67,京东,拼多多旗舰店,96.8%
手机数码,OPPO,OPPO移动电源Max 2025,7525.15,拼多多,拼多多旗舰店,97.1%
手机数码,OPPO,OPPO移动电源标准版,12791.77,京东,拼多多旗舰店,96.1%
手机数码,OPPO,OPPO蓝牙音箱Max 2024,8814.59,天猫,快手小店,95.1%
手机数码,OPPO,OPPO蓝牙音箱升级版 2025,4103.41,天猫,京东自营,98.0%
手机数码,OPPO,OPPO蓝牙音箱标准版 2024,6748.33,淘宝,京东自营,96.3%
手机数码,OPPO,OPPO路由器升级版,10472.02,拼多多,京东自营,96.9%
手机数码,OPPO,OPPO路由器旗舰版 2025,12842.81,拼多多,抖音商城,95.9%
手机数码,OPPO,OPPO路由器青春版,11934.36,天猫,拼多多旗舰店,91.2%
手机数码,Samsung,Samsung平板电脑Max 2024,6555.09,京东,抖音商城,94.9%
手机数码,Samsung,Samsung平板电脑标准版 2024,9574.49,京东,京东自营,96.0%
手机数码,Samsung,Samsung平板电脑青春版 2024,5764.08,淘宝,快手小店,94.6%
手机数码,Samsung,Samsung无线耳机Max 2024,8646.33,苏宁易购,京东自营,94.0%
手机数码,Samsung,Samsung无线耳机Pro 2025,1448.34,拼多多,快手小店,91.6%
手机数码,Samsung,Samsung无线耳机旗舰版 2024,12599.81,拼多多,淘宝店铺,94.7%
手机数码,Samsung,Samsung显示器旗舰版,11244.95,拼多多,淘宝店铺,92.7%
手机数码,Samsung,Samsung显示器青春版 2024,10684.09,淘宝,抖音商城,92.8%
手机数码,Samsung,Samsung显示器青春版 2025,6415.36,苏宁易购,拼多多旗舰店,91.5%
手机数码,Samsung,Samsung智能手机升级版,868.33,苏宁易购,快手小店,97.8%
手机数码,Samsung,Samsung智能手机升级版 2024,1579.61,天猫,淘宝店铺,92.2%
手机数码,Samsung,Samsung智能手机旗舰版,12017.45,苏宁易购,快手小店,97.8%
手机数码,Samsung,Samsung智能手表Pro 2025,617.99,拼多多,抖音商城,97.5%
手机数码,Samsung,Samsung智能手表升级版 2025,10882.87,京东,快手小店,95.7%
手机数码,Samsung,Samsung智能手表旗舰版 2024,11916.34,苏宁易购,拼多多旗舰店,91.8%
手机数码,Samsung,Samsung移动电源Max,471.42,天猫,快手小店,96.2%
手机数码,Samsung,Samsung移动电源升级版 2024,7183.93,拼多多,快手小店,99.2%
手机数码,Samsung,Samsung移动电源升级版 2024,7204.82,京东,天猫旗舰店,95.5%
手机数码,Samsung,Samsung蓝牙音箱Max,4156.27,拼多多,抖音商城,93.2%
手机数码,Samsung,Samsung蓝牙音箱标准版 2025,11313.84,京东,天猫旗舰店,94.6%
手机数码,Samsung,Samsung蓝牙音箱青春版 2024,8130.98,拼多多,京东自营,94.9%
手机数码,Samsung,Samsung路由器升级版 2024,7210.32,苏宁易购,抖音商城,93.8%
手机数码,Samsung,Samsung路由器旗舰版 2024,6663.45,拼多多,拼多多旗舰店,92.7%
手机数码,Samsung,Samsung路由器标准版 2024,12316.08,天猫,拼多多旗舰店,96.4%
手机数码,realme,realme平板电脑旗舰版 2025,12751.55,京东,天猫旗舰店,94.9%
手机数码,realme,realme平板电脑青春版 2024,296.98,天猫,京东自营,91.4%
手机数码,realme,realme平板电脑青春版 2025,4381.73,拼多多,京东自营,91.0%
手机数码,realme,realme无线耳机Pro 2024,4934.45,苏宁易购,拼多多旗舰店,91.4%
手机数码,realme,realme无线耳机升级版 2025,3962.11,淘宝,京东自营,90.3%
手机数码,realme,realme无线耳机旗舰版,5697.23,京东,拼多多旗舰店,91.0%
手机数码,realme,realme显示器Pro,8311.37,天猫,快手小店,96.1%
手机数码,realme,realme显示器标准版 2025,8436.79,拼多多,京东自营,93.1%
手机数码,realme,realme显示器青春版 2024,9546.44,淘宝,淘宝店铺,90.9%
手机数码,realme,realme智能手机Pro 2024,7218.73,拼多多,淘宝店铺,95.4%
手机数码,realme,realme智能手机Pro 2025,6200.39,拼多多,拼多多旗舰店,99.0%
手机数码,realme,realme智能手机升级版 2025,3179.59,拼多多,京东自营,93.8%
手机数码,realme,realme智能手表Max 2024,4466.44,京东,淘宝店铺,96.9%
手机数码,realme,realme智能手表新品,8882.91,苏宁易购,淘宝店铺,96.2%
手机数码,realme,realme智能手表旗舰版 2025,5001.12,拼多多,抖音商城,93.1%
手机数码,realme,realme智能手表标准版 2025,981.63,淘宝,天猫旗舰店,96.2%
手机数码,realme,realme移动电源Pro 2025,7150.12,淘宝,抖音商城,90.7%
手机数码,realme,realme移动电源Pro 2025,12509.18,拼多多,淘宝店铺,96.8%
手机数码,realme,realme移动电源升级版 2024,11107.03,拼多多,抖音商城,91.1%
手机数码,realme,realme蓝牙音箱Max 2025,8911.44,苏宁易购,天猫旗舰店,94.9%
手机数码,realme,realme蓝牙音箱升级版 2024,8327.97,京东,拼多多旗舰店,94.5%
手机数码,realme,realme蓝牙音箱青春版 2025,10322.5,京东,抖音商城,91.7%
手机数码,realme,realme路由器Max 2024,203.46,京东,抖音商城,98.6%
手机数码,realme,realme路由器Pro 2025,3915.75,京东,快手小店,96.9%
手机数码,realme,realme路由器旗舰版 2024,10842.62,天猫,抖音商城,98.9%
手机数码,vivo,vivo平板电脑Max,12260.37,拼多多,拼多多旗舰店,93.0%
手机数码,vivo,vivo平板电脑Max 2025,12303.2,苏宁易购,拼多多旗舰店,90.2%
手机数码,vivo,vivo平板电脑青春版 2025,9575.78,天猫,拼多多旗舰店,97.9%
手机数码,vivo,vivo无线耳机Max 2024,2829.42,拼多多,淘宝店铺,93.2%
手机数码,vivo,vivo无线耳机Max 2024,10869.35,苏宁易购,京东自营,94.7%
手机数码,vivo,vivo无线耳机旗舰版 2024,1849.52,京东,淘宝店铺,94.6%
手机数码,vivo,vivo无线耳机联名款,6963.5,淘宝,天猫旗舰店,98.7%
手机数码,vivo,vivo显示器Max 2024,8298.05,天猫,拼多多旗舰店,98.2%
手机数码,vivo,vivo显示器Max 2024,5717.91,淘宝,淘宝店铺,97.2%
手机数码,vivo,vivo显示器升级版 2025,6829.53,苏宁易购,抖音商城,96.4%
手机数码,vivo,vivo智能手机Max 2024,7098.68,天猫,拼多多旗舰店,94.1%
手机数码,vivo,vivo智能手机Pro 2024,4223.25,天猫,天猫旗舰店,95.3%
手机数码,vivo,vivo智能手机升级版 2024,9050.95,京东,拼多多旗舰店,97.0%
手机数码,vivo,vivo智能手机联名款,718.24,淘宝,京东自营,92.6%
手机数码,vivo,vivo智能手表升级版 2024,5721.28,淘宝,快手小店,90.3%
手机数码,vivo,vivo智能手表旗舰版 2024,9440.94,天猫,抖音商城,98.3%
手机数码,vivo,vivo智能手表青春版,11798.38,京东,京东自营,95.9%
手机数码,vivo,vivo移动电源Max 2024,12243.97,苏宁易购,快手小店,92.0%
手机数码,vivo,vivo移动电源Pro,7564.03,苏宁易购,快手小店,99.2%
手机数码,vivo,vivo移动电源Pro 2024,2263.48,京东,天猫旗舰店,96.0%
手机数码,vivo,vivo蓝牙音箱Max 2025,1574.62,拼多多,快手小店,99.4%
手机数码,vivo,vivo蓝牙音箱Pro,8485.86,京东,京东自营,97.7%
手机数码,vivo,vivo蓝牙音箱升级版,10925.05,天猫,天猫旗舰店,96.2%
手机数码,vivo,vivo路由器旗舰版,1413.53,苏宁易购,京东自营,97.6%
手机数码,vivo,vivo路由器青春版,4577.93,淘宝,京东自营,94.2%
手机数码,vivo,vivo路由器青春版 2025,4500.88,拼多多,京东自营,98.4%
手机数码,华为,华为平板电脑升级版,3206.24,京东,京东自营,95.6%
手机数码,华为,华为平板电脑升级版 2025,6230.14,淘宝,抖音商城,95.4%
手机数码,华为,华为平板电脑旗舰版 2024,10625.7,苏宁易购,天猫旗舰店,99.7%
手机数码,华为,华为无线耳机旗舰版 2024,2862.65,苏宁易购,抖音商城,91.3%
手机数码,华为,华为无线耳机标准版,11188.3,天猫,淘宝店铺,90.7%
手机数码,华为,华为无线耳机青春版,7689.88,京东,天猫旗舰店,90.1%
手机数码,华为,华为显示器Max 2025,12448.4,苏宁易购,快手小店,99.9%
手机数码,华为,华为显示器旗舰版 2024,2095.88,京东,抖音商城,92.9%
手机数码,华为,华为显示器旗舰版 2025,885.35,京东,抖音商城,93.1%
手机数码,华为,华为智能手机升级版 2024,9935.39,苏宁易购,京东自营,95.3%
手机数码,华为,华为智能手机标准版 2025,3948.94,苏宁易购,天猫旗舰店,96.3%
手机数码,华为,华为智能手机青春版 2024,6402.01,淘宝,淘宝店铺,91.1%
手机数码,华为,华为智能手表Max,3296.98,京东,抖音商城,90.6%
手机数码,华为,华为智能手表Pro 2024,12936.43,拼多多,抖音商城,96.4%
手机数码,华为,华为智能手表青春版 2024,12539.28,天猫,快手小店,99.2%
手机数码,华为,华为移动电源旗舰版 2024,10426.64,天猫,天猫旗舰店,91.1%
手机数码,华为,华为移动电源标准版 2024,10522.49,京东,京东自营,98.5%
手机数码,华为,华为移动电源青春版 2024,1907.35,拼多多,天猫旗舰店,91.8%
手机数码,华为,华为蓝牙音箱Max,10220.59,天猫,京东自营,98.0%
手机数码,华为,华为蓝牙音箱标准版 2025,5659.56,拼多多,快手小店,94.2%
手机数码,华为,华为蓝牙音箱标准版 2025,8528.58,京东,拼多多旗舰店,96.4%
手机数码,华为,华为路由器Max,12809.48,拼多多,淘宝店铺,92.6%
手机数码,华为,华为路由器Max 2024,6308.52,京东,天猫旗舰店,98.6%
手机数码,华为,华为路由器旗舰版 2025,10883.76,天猫,天猫旗舰店,99.6%
手机数码,小米,小米平板电脑Max 2025,7628.37,淘宝,天猫旗舰店,95.2%
手机数码,小米,小米平板电脑旗舰版 2024,5997.2,京东,京东自营,99.2%
手机数码,小米,小米平板电脑旗舰版 2025,4151.97,天猫,快手小店,92.6%
手机数码,小米,小米无线耳机Pro 2024,7901.3,天猫,快手小店,97.1%
手机数码,小米,小米无线耳机旗舰版 2025,199.92,淘宝,快手小店,98.1%
手机数码,小米,小米无线耳机标准版,3510.61,苏宁易购,天猫旗舰店,98.8%
手机数码,小米,小米显示器Pro,2974.71,拼多多,淘宝店铺,96.5%
手机数码,小米,小米显示器旗舰版,3540.79,京东,拼多多旗舰店,97.8%
手机数码,小米,小米显示器标准版 2024,2968.39,拼多多,淘宝店铺,98.1%
手机数码,小米,小米智能手机Max 2025,11959.09,京东,抖音商城,95.3%
手机数码,小米,小米智能手机标准版,982.93,天猫,拼多多旗舰店,90.7%
手机数码,小米,小米智能手机标准版 2025,3275.18,苏宁易购,京东自营,95.9%
手机数码,小米,小米智能手表Max 2025,12979.06,京东,抖音商城,99.9%
手机数码,小米,小米智能手表Pro 2024,2133.93,淘宝,抖音商城,98.3%
手机数码,小米,小米智能手表升级版 2025,3520.09,京东,天猫旗舰店,99.2%
手机数码,小米,小米移动电源Pro 2024,11695.86,京东,淘宝店铺,97.9%
手机数码,小米,小米移动电源标准版,1069.65,天猫,抖音商城,98.7%
手机数码,小米,小米移动电源标准版 2024,7613.37,天猫,京东自营,91.5%
手机数码,小米,小米蓝牙音箱旗舰版 2024,6618.78,京东,京东自营,92.5%
手机数码,小米,小米蓝牙音箱旗舰版 2024,10797.59,淘宝,天猫旗舰店,90.4%
手机数码,小米,小米蓝牙音箱旗舰版 2024,2183.41,拼多多,抖音商城,94.4%
手机数码,小米,小米蓝牙音箱联名款,2586.7,京东,抖音商城,90.2%
手机数码,小米,小米路由器Max,2412.75,拼多多,快手小店,99.2%
手机数码,小米,小米路由器升级版 2025,3317.93,苏宁易购,拼多多旗舰店,91.0%
手机数码,小米,小米路由器青春版 2025,2092.74,天猫,天猫旗舰店,99.2%
手机数码,荣耀,荣耀平板电脑Max 2025,9281.77,京东,京东自营,94.4%
手机数码,荣耀,荣耀平板电脑升级版 2025,5341.92,天猫,快手小店,95.5%
手机数码,荣耀,荣耀平板电脑旗舰版 2024,7268.7,天猫,京东自营,95.1%
手机数码,荣耀,荣耀无线耳机Pro,10839.91,淘宝,天猫旗舰店,92.9%
手机数码,荣耀,荣耀无线耳机升级版 2025,6345.16,苏宁易购,抖音商城,97.2%
手机数码,荣耀,荣耀无线耳机旗舰版,4169.57,天猫,天猫旗舰店,97.4%
手机数码,荣耀,荣耀显示器Pro,3085.04,拼多多,京东自营,97.0%
手机数码,荣耀,荣耀显示器旗舰版,3512.94,天猫,天猫旗舰店,90.8%
手机数码,荣耀,荣耀显示器青春版,2118.27,苏宁易购,拼多多旗舰店,94.0%
手机数码,荣耀,荣耀智能手机Max,4676.24,淘宝,抖音商城,92.6%
手机数码,荣耀,荣耀智能手机升级版,3697.17,拼多多,抖音商城,94.5%
手机数码,荣耀,荣耀智能手机青春版 2025,4987.96,淘宝,天猫旗舰店,90.3%
手机数码,荣耀,荣耀智能手表Max 2025,6947.89,苏宁易购,淘宝店铺,94.2%
手机数码,荣耀,荣耀智能手表Pro,5315.77,苏宁易购,淘宝店铺,92.4%
手机数码,荣耀,荣耀智能手表Pro 2025,5952.31,天猫,京东自营,93.0%
手机数码,荣耀,荣耀移动电源Max,7542.57,天猫,天猫旗舰店,96.8%
手机数码,荣耀,荣耀移动电源标准版 2024,12238.72,京东,拼多多旗舰店,94.7%
手机数码,荣耀,荣耀移动电源青春版 2024,1197.83,苏宁易购,拼多多旗舰店,92.5%
手机数码,荣耀,荣耀蓝牙音箱Pro,9232.44,京东,京东自营,91.3%
手机数码,荣耀,荣耀蓝牙音箱标准版 2025,3766.98,淘宝,天猫旗舰店,94.7%
手机数码,荣耀,荣耀蓝牙音箱青春版 2024,9095.68,拼多多,京东自营,91.3%
手机数码,荣耀,荣耀路由器Max 2024,3934.86,拼多多,淘宝店铺,95.8%
手机数码,荣耀,荣耀路由器青春版 2025,10299.56,苏宁易购,拼多多旗舰店,92.2%
手机数码,荣耀,荣耀路由器青春版 2025,875.97,京东,天猫旗舰店,99.5%
服饰鞋包,Adidas,AdidasT恤Max,197.02,京东,快手小店,96.4%
服饰鞋包,Adidas,AdidasT恤青春版 2025,3324.4,淘宝,抖音商城,98.3%
服饰鞋包,Adidas,AdidasT恤青春版 2025,727.45,淘宝,抖音商城,96.5%
服饰鞋包,Adidas,Adidas休闲鞋Pro,2730.14,拼多多,拼多多旗舰店,93.3%
服饰鞋包,Adidas,Adidas休闲鞋升级版,1279.33,拼多多,淘宝店铺,97.8%
服饰鞋包,Adidas,Adidas休闲鞋青春版,2278.59,淘宝,拼多多旗舰店,93.6%
服饰鞋包,Adidas,Adidas卫衣Max 2024,3107.08,京东,天猫旗舰店,94.8%
服饰鞋包,Adidas,Adidas卫衣升级版 2024,2943.84,京东,京东自营,96.2%
服饰鞋包,Adidas,Adidas卫衣旗舰版 2025,363.62,天猫,抖音商城,92.8%
服饰鞋包,Adidas,Adidas双肩包升级版 2024,956.73,天猫,京东自营,92.6%
服饰鞋包,Adidas,Adidas双肩包旗舰版,2953.24,淘宝,京东自营,94.8%
服饰鞋包,Adidas,Adidas双肩包旗舰版,2089.83,拼多多,拼多多旗舰店,97.8%
服饰鞋包,Adidas,Adidas双肩包限量款,2650.54,天猫,快手小店,90.8%
服饰鞋包,Adidas,Adidas牛仔裤Pro,1879.22,拼多多,淘宝店铺,95.1%
服饰鞋包,Adidas,Adidas牛仔裤升级版 2025,594.87,苏宁易购,抖音商城,91.6%
服饰鞋包,Adidas,Adidas牛仔裤青春版,2663.21,苏宁易购,快手小店,98.4%
服饰鞋包,Adidas,Adidas羽绒服升级版,2223.31,苏宁易购,拼多多旗舰店,95.4%
服饰鞋包,Adidas,Adidas羽绒服旗舰版,1487.64,苏宁易购,快手小店,92.2%
服饰鞋包,Adidas,Adidas羽绒服青春版 2025,162.53,拼多多,抖音商城,95.8%
服饰鞋包,Adidas,Adidas跑步鞋Max 2024,3275.26,拼多多,抖音商城,93.4%
服饰鞋包,Adidas,Adidas跑步鞋旗舰版,2084.99,天猫,抖音商城,93.7%
服饰鞋包,Adidas,Adidas跑步鞋标准版 2025,3531.86,天猫,京东自营,94.4%
服饰鞋包,Adidas,Adidas运动鞋Pro 2024,1823.56,淘宝,快手小店,96.1%
服饰鞋包,Adidas,Adidas运动鞋升级版 2025,2338.16,淘宝,天猫旗舰店,99.4%
服饰鞋包,Adidas,Adidas运动鞋旗舰版 2025,967.75,京东,天猫旗舰店,92.8%
服饰鞋包,New Balance,New BalanceT恤Max 2024,3474.94,苏宁易购,天猫旗舰店,95.9%
服饰鞋包,New Balance,New BalanceT恤Pro 2024,41.85,拼多多,快手小店,96.3%
服饰鞋包,New Balance,New BalanceT恤标准版 2025,652.9,淘宝,抖音商城,92.9%
服饰鞋包,New Balance,New Balance休闲鞋Max,521.97,天猫,拼多多旗舰店,97.6%
服饰鞋包,New Balance,New Balance休闲鞋Max,2959.97,拼多多,快手小店,90.3%
服饰鞋包,New Balance,New Balance休闲鞋Pro 2024,321.68,天猫,淘宝店铺,94.7%
服饰鞋包,New Balance,New Balance卫衣Pro 2024,667.1,苏宁易购,抖音商城,97.2%
服饰鞋包,New Balance,New Balance卫衣标准版 2024,1944.67,淘宝,京东自营,93.0%
服饰鞋包,New Balance,New Balance卫衣标准版 2025,2676.39,拼多多,快手小店,92.1%
服饰鞋包,New Balance,New Balance双肩包Max,2283.14,淘宝,快手小店,95.4%
服饰鞋包,New Balance,New Balance双肩包旗舰版,123.56,天猫,淘宝店铺,93.7%
服饰鞋包,New Balance,New Balance双肩包标准版 2024,2837.24,苏宁易购,快手小店,95.5%
服饰鞋包,New Balance,New Balance牛仔裤Pro,1023.94,苏宁易购,淘宝店铺,94.9%
服饰鞋包,New Balance,New Balance牛仔裤升级版 2024,960.39,淘宝,拼多多旗舰店,99.7%
服饰鞋包,New Balance,New Balance牛仔裤旗舰版,275.71,苏宁易购,京东自营,96.4%
服饰鞋包,New Balance,New Balance羽绒服旗舰版,3893.17,拼多多,淘宝店铺,92.3%
服饰鞋包,New Balance,New Balance羽绒服标准版,3184.79,拼多多,天猫旗舰店,95.8%
服饰鞋包,New Balance,New Balance羽绒服标准版,2340.07,苏宁易购,天猫旗舰店,96.8%
服饰鞋包,New Balance,New Balance跑步鞋Pro 2025,289.83,拼多多,天猫旗舰店,99.6%
服饰鞋包,New Balance,New Balance跑步鞋升级版,2493.15,苏宁易购,天猫旗舰店,93.6%
服饰鞋包,New Balance,New Balance跑步鞋青春版 2025,2009.29,苏宁易购,淘宝店铺,95.5%
服饰鞋包,New Balance,New Balance运动鞋Max 2024,3150.47,淘宝,拼多多旗舰店,94.9%
服饰鞋包,New Balance,New Balance运动鞋旗舰版,1346.78,天猫,京东自营,98.4%
服饰鞋包,New Balance,New Balance运动鞋标准版,396.18,天猫,淘宝店铺,90.1%
服饰鞋包,Nike,NikeT恤Max 2025,2207.2,天猫,快手小店,90.8%
服饰鞋包,Nike,NikeT恤旗舰版 2025,1400.65,苏宁易购,天猫旗舰店,94.1%
服饰鞋包,Nike,NikeT恤青春版 2025,598.84,苏宁易购,抖音商城,90.4%
服饰鞋包,Nike,Nike休闲鞋青春版,3793.92,苏宁易购,抖音商城,91.7%
服饰鞋包,Nike,Nike休闲鞋青春版 2024,1966.75,天猫,淘宝店铺,92.9%
服饰鞋包,Nike,Nike休闲鞋青春版 2025,1159.0,淘宝,抖音商城,99.0%
服饰鞋包,Nike,Nike卫衣Max,853.1,拼多多,快手小店,98.2%
服饰鞋包,Nike,Nike卫衣标准版 2025,298.27,天猫,快手小店,96.6%
服饰鞋包,Nike,Nike卫衣标准版 2025,2755.73,淘宝,京东自营,90.2%
服饰鞋包,Nike,Nike双肩包Max 2025,161.04,天猫,天猫旗舰店,91.5%
服饰鞋包,Nike,Nike双肩包升级版 2024,2721.06,淘宝,京东自营,99.1%
服饰鞋包,Nike,Nike双肩包旗舰版 2024,3194.21,淘宝,快手小店,98.4%
服饰鞋包,Nike,Nike牛仔裤Pro 2025,381.56,拼多多,拼多多旗舰店,97.6%
服饰鞋包,Nike,Nike牛仔裤旗舰版,1455.49,淘宝,快手小店,95.0%
服饰鞋包,Nike,Nike牛仔裤标准版 2025,2891.33,苏宁易购,京东自营,90.6%
服饰鞋包,Nike,Nike羽绒服Max 2024,1291.96,京东,抖音商城,93.9%
服饰鞋包,Nike,Nike羽绒服标准版,253.9,苏宁易购,京东自营,97.9%
服饰鞋包,Nike,Nike羽绒服青春版,3646.51,拼多多,快手小店,94.0%
服饰鞋包,Nike,Nike跑步鞋升级版,913.32,天猫,京东自营,98.3%
服饰鞋包,Nike,Nike跑步鞋升级版 2025,3205.65,苏宁易购,拼多多旗舰店,98.4%
服饰鞋包,Nike,Nike跑步鞋旗舰版 2025,328.65,淘宝,京东自营,96.6%
服饰鞋包,Nike,Nike运动鞋Pro 2024,3666.09,拼多多,淘宝店铺,99.4%
服饰鞋包,Nike,Nike运动鞋旗舰版 2025,3676.68,京东,快手小店,92.4%
服饰鞋包,Nike,Nike运动鞋青春版 2025,73.86,拼多多,天猫旗舰店,96.6%
服饰鞋包,PUMA,PUMAT恤Pro,1228.32,淘宝,京东自营,92.2%
服饰鞋包,PUMA,PUMAT恤升级版,188.44,天猫,淘宝店铺,93.5%
服饰鞋包,PUMA,PUMAT恤旗舰版 2024,3678.68,苏宁易购,抖音商城,95.1%
服饰鞋包,PUMA,PUMA休闲鞋Max,1892.51,淘宝,抖音商城,96.3%
服饰鞋包,PUMA,PUMA休闲鞋Max 2025,2509.92,京东,淘宝店铺,95.8%
服饰鞋包,PUMA,PUMA休闲鞋升级版 2025,2881.67,天猫,快手小店,90.1%
服饰鞋包,PUMA,PUMA卫衣Pro 2025,199.99,淘宝,京东自营,90.7%
服饰鞋包,PUMA,PUMA卫衣升级版 2025,423.59,苏宁易购,拼多多旗舰店,97.2%
服饰鞋包,PUMA,PUMA卫衣旗舰版 2024,3294.23,京东,抖音商城,97.9%
服饰鞋包,PUMA,PUMA卫衣经典款,3643.9,淘宝,淘宝店铺,93.9%
服饰鞋包,PUMA,PUMA双肩包Pro 2024,3847.14,拼多多,京东自营,94.4%
服饰鞋包,PUMA,PUMA双肩包升级版 2025,2199.68,苏宁易购,快手小店,93.7%
服饰鞋包,PUMA,PUMA双肩包旗舰版,3931.51,苏宁易购,天猫旗舰店,95.9%
服饰鞋包,PUMA,PUMA牛仔裤Pro 2024,3065.17,淘宝,抖音商城,94.3%
服饰鞋包,PUMA,PUMA牛仔裤升级版 2025,1629.17,天猫,抖音商城,93.3%
服饰鞋包,PUMA,PUMA牛仔裤青春版 2024,3735.74,苏宁易购,淘宝店铺,98.9%
服饰鞋包,PUMA,PUMA羽绒服升级版,2122.72,天猫,抖音商城,92.5%
服饰鞋包,PUMA,PUMA羽绒服旗舰版 2024,2821.1,京东,天猫旗舰店,94.2%
服饰鞋包,PUMA,PUMA羽绒服旗舰版 2025,1683.13,苏宁易购,淘宝店铺,91.0%
服饰鞋包,PUMA,PUMA跑步鞋Pro 2024,723.69,苏宁易购,京东自营,98.2%
服饰鞋包,PUMA,PUMA跑步鞋Pro 2025,1028.43,淘宝,京东自营,92.5%
服饰鞋包,PUMA,PUMA跑步鞋青春版 2024,2292.5,京东,快手小店,92.2%
服饰鞋包,PUMA,PUMA运动鞋Pro 2024,2576.98,苏宁易购,快手小店,91.1%
服饰鞋包,PUMA,PUMA运动鞋标准版,3346.37,京东,天猫旗舰店,91.3%
服饰鞋包,PUMA,PUMA运动鞋标准版 2024,797.8,拼多多,快手小店,90.3%
服饰鞋包,ZARA,ZARAT恤Max,3418.79,淘宝,京东自营,91.8%
服饰鞋包,ZARA,ZARAT恤升级版 2024,352.67,苏宁易购,抖音商城,96.2%
服饰鞋包,ZARA,ZARAT恤旗舰版 2025,1115.59,苏宁易购,淘宝店铺,96.4%
服饰鞋包,ZARA,ZARA休闲鞋升级版 2024,446.92,拼多多,抖音商城,90.6%
服饰鞋包,ZARA,ZARA休闲鞋标准版,2920.98,京东,天猫旗舰店,96.6%
服饰鞋包,ZARA,ZARA休闲鞋标准版,3091.9,京东,京东自营,95.2%
服饰鞋包,ZARA,ZARA卫衣Pro 2025,653.89,拼多多,淘宝店铺,96.5%
服饰鞋包,ZARA,ZARA卫衣升级版,2959.87,天猫,天猫旗舰店,94.4%
服饰鞋包,ZARA,ZARA卫衣青春版,152.14,淘宝,拼多多旗舰店,96.6%
服饰鞋包,ZARA,ZARA双肩包Max,685.55,拼多多,拼多多旗舰店,97.3%
服饰鞋包,ZARA,ZARA双肩包Pro,3071.84,苏宁易购,天猫旗舰店,97.9%
服饰鞋包,ZARA,ZARA双肩包新品,354.88,淘宝,拼多多旗舰店,96.1%
服饰鞋包,ZARA,ZARA双肩包标准版 2025,1518.63,苏宁易购,拼多多旗舰店,94.1%
服饰鞋包,ZARA,ZARA牛仔裤Pro,1241.15,天猫,淘宝店铺,90.0%
服饰鞋包,ZARA,ZARA牛仔裤Pro 2024,2157.99,拼多多,拼多多旗舰店,96.8%
服饰鞋包,ZARA,ZARA牛仔裤青春版,3225.64,淘宝,拼多多旗舰店,94.4%
